country,city,street_name,street_number,postal_code
Mozambique,Mocímboa,Di Loreto,221,
Russia,Pavlovka,Brentwood,475,617820
Russia,Uchkeken,Veith,46026,369394
Greece,Athens,Lakeland,15461,
China,Longgang,Commercial,35,
Japan,Kanie,Union,62,498-0062
Indonesia,Pondokrejo Wetan,Barby,410,
Brazil,Itapemirim,Muir,7,29330-000
China,Gengwan,Crownhardt,4379,
Honduras,Dulce Nombre de Culmí,Delladonna,65,
Portugal,Columbeira,Shasta,4550,2540-593
Macedonia,Vinica,Starling,18286,2310
Lithuania,Jieznas,Starling,56410,59058
Ukraine,Dvorichna,Coleman,8,
United States,El Paso,Dunning,7307,79999
Mexico,Primero de Mayo,Katie,4733,27944
China,Yantianhe,Redwing,938,
China,Mijiang,Bartillon,11418,
Canada,North Battleford,Sundown,458,S9A
China,Tonghong,Carpenter,5060,
China,Qitai,Rowland,70,
Russia,Argayash,Barby,14,456880
Thailand,Sam Phran,Kinsman,5,73110
France,Lille,Fuller,9,59049 CEDEX
Ukraine,Scholkine,Gale,9769,
Indonesia,Sukarara Utara,Burning Wood,366,
Indonesia,Fuan,Melby,4,
China,Huakoulongtan,Eastlawn,58530,
France,Chambéry,Mcguire,5238,73009 CEDEX
Brazil,Eirunepé,Fairview,351,69880-000
China,Jiaocun,Village,8,
Ukraine,Berezivka,Westridge,84824,
Argentina,Yerba Buena,Hanson,290,4622
Philippines,Labo,Hoffman,882,4604
Indonesia,Kotawaikabubak,Burrows,61,
Norway,Kristiansund N,Algoma,33,6506
Portugal,Santiago do Cacém,Lyons,30,7540-104
Indonesia,Halteu,Bluestem,385,
Ireland,Kiltamagh,Randy,4374,P75
Sweden,Hofors,Russell,62,813 91
Peru,Mollepampa,Prentice,382,
Morocco,Taounza,Del Mar,540,
China,Fengtai,Washington,44,
Indonesia,Kedungasem,Morning,9,
Indonesia,Kruengraya,Rigney,1961,
Portugal,Sacotes,Swallow,35067,2725-511
Mexico,Benito Juarez,Waxwing,36852,62214
Russia,Atlasovo,Russell,5801,901095
Indonesia,Tejakalapa,Kinsman,78206,
Slovenia,Kamnica,Jackson,54,2351
Palestinian Territory,Dayr Abū Ḑa‘īf,Farwell,2,
Sweden,Umeå,Brentwood,2,904 04
United States,Denver,Carpenter,82,80249
China,Pingyin,Pearson,8927,
Canada,Bancroft,Forest Run,5,S4X
Vietnam,Tam Kỳ,Nevada,85753,
Sweden,Uppsala,Killdeer,45,753 26
Slovenia,Mozirje,Shoshone,68908,3330
Cuba,Encrucijada,Northridge,3,
Tajikistan,Isfara,Forest,3172,
South Korea,Kwangyang,International,45681,
Russia,Shalushka,Vahlen,9,361424
China,Huaping,Acker,94,
China,Jianping,Summit,1876,
Philippines,Langtad,Moose,37695,4022
United States,Little Rock,Milwaukee,9,72204
South Korea,Yŏng-dong,Marquette,6564,
China,Shanghu,Grasskamp,2436,
China,Yeniugou,Rockefeller,52,
Norway,Ålesund,Ludington,2,6005
Slovenia,Kidričevo,Del Sol,73577,2325
Poland,Lipka,Park Meadow,3,77-420
Niger,Madaoua,Judy,8622,
United States,Corpus Christi,Dapin,6838,78410
France,Auxerre,Acker,42,89024 CEDEX
Madagascar,Ampanihy,Judy,7,
United States,Washington,Gale,5,20566
Canada,Oliver,Clove,98498,E5L
China,Yueshan,Pawling,41,
Albania,Fratar,Comanche,8186,
Argentina,Puerto Madryn,Ramsey,10813,9120
Russia,Pavlovka,Monterey,87004,433710
Iran,Gonbad-e Kāvūs,Del Mar,19,
Indonesia,Situsari,Farwell,84,
Greece,Gérakas,Prairie Rose,9,
Philippines,Lourdes,Saint Paul,18136,1114
China,Zaolin,Ridgeview,67129,
Portugal,Olival,Norway Maple,72358,2435-454
Nicaragua,San Rafael del Sur,Arizona,12260,
Mongolia,Haylaastay,Kinsman,84386,
Philippines,Naili,Petterle,28338,5613
Pakistan,Baddomalhi,Delaware,701,22501
Russia,Petrozavodsk,Mitchell,2828,185035
Russia,Syamzha,Bobwhite,426,162222
Indonesia,Sumbersewu,Declaration,7,
China,Xieyang,Sugar,8455,
Honduras,Choloma,Prairieview,172,
Portugal,Aldeia de Juzo,Lakeland,4,2750-015
Indonesia,Kendal,Luster,69,
French Polynesia,Punaauia,Forest Run,2567,
Poland,Osielsko,4th,91866,86-031
Brazil,Ortigueira,Mariners Cove,84099,84350-000
China,Yonghe,Susan,99,
Russia,Vazhiny,Bunker Hill,61199,187742
Indonesia,Talun,Bultman,34,
Indonesia,Cijoho,Lerdahl,37760,
Belarus,Davyd-Haradok,Farwell,50980,
Japan,Kitahiroshima,Erie,88,349-1111
Belarus,Enyerhyetykaw,Bultman,553,
Czech Republic,Údlice,Caliangt,1108,431 41
Brazil,Guaiúba,Bellgrove,68,61890-000
Greece,Kalloní,International,12778,
Russia,Nal’chik,Warrior,6,361424
Croatia,Jelisavac,Di Loreto,48985,31225
Russia,Yermish’,Debs,4164,391660
Afghanistan,Gereshk,Dennis,52,
Croatia,Zlatar,Glendale,4558,49250
Sri Lanka,Hendala,Columbus,530,11830
China,Haishan,Randy,91,
Japan,Sakurai,Kingsford,679,839-1301
China,Xuanbao,Green,80821,
Albania,Divjakë,Doe Crossing,5,
Brazil,Monte Alto,Meadow Ridge,0,15910-000
South Africa,Piet Retief,Milwaukee,64167,2389
Slovenia,Mežica,5th,0,2392
China,Xilian,Tomscot,2,
Czech Republic,Benešov,Lindbergh,6,679 53
China,Xinshao,Cherokee,582,
Afghanistan,Zīrakī,Dorton,2306,
Sweden,Falkenberg,Stoughton,6272,311 35
Indonesia,Tlogoagung,Brown,20,
China,Chenxikou,5th,7,
Peru,Asia,Shoshone,9,
Bosnia and Herzegovina,Hiseti,Colorado,17,
Russia,Ufimskiy,Fair Oaks,235,623220
Panama,Nueva Gorgona,West,19,
Bosnia and Herzegovina,Bihać,Kings,6922,
Indonesia,Gunungmanik,Grover,1268,
Mozambique,Nacala,Spohn,44,
China,Shilong,Miller,7,
Belarus,Khal’ch,Truax,2,
East Timor,Lospalos,Holmberg,8229,
Philippines,Siraway,Johnson,81,7121
Philippines,Mabini,Blue Bill Park,431,6313
Indonesia,Sumurwaru,Mockingbird,1,
Philippines,Lilio,Knutson,34,4004
Colombia,Montenegro,Ridgeway,9,633008
Indonesia,Werang,Knutson,7929,
Poland,Golub-Dobrzyń,Evergreen,76636,87-401
China,Longqiao,Eastlawn,6946,
Indonesia,Bangbayang,Sherman,44103,
Philippines,Mamali,Boyd,22087,9611
Greece,Dimitsána,South,7,
China,Huayuan,Schlimgen,6,
France,Bastia,Heath,537,20403 CEDEX
Colombia,El Retén,Lindbergh,2919,478067
Brazil,Pimenta Bueno,Merchant,40,78984-000
Spain,Granada,Ronald Regan,92,18010
Indonesia,Anjirmuara,Annamark,4,
Philippines,Guinsadan,Artisan,2,2621
China,Wuhu,Little Fleur,7530,
Nepal,Malangwa,Kinsman,83,
Sweden,Heby,Menomonie,2,744 88
South Korea,Yesan,Bellgrove,8359,
Philippines,Plaridel,Gale,57923,7209
Netherlands,Nijmegen,Alpine,64552,6509
Philippines,San Juan,Grasskamp,1,6227
Sweden,Bollnäs,Manley,97306,821 80
Philippines,Marantao,Lien,94,9711
Jordan,As Salţ,Bultman,56108,
Indonesia,Karangmelok,Helena,7959,
United States,Clearwater,Scott,5096,34629
Netherlands,Drachten,Mallard,73157,9204
Colombia,Algarrobo,Mallory,77,472047
China,Bailuquan,Golf Course,0,
China,Duyanggang,Chive,6906,
Uzbekistan,Karakul’,Kings,275,
Ecuador,Portoviejo,Fair Oaks,745,
China,Hebu,Vera,7,
China,Kanbula,Amoth,11,
China,Qiting,Butternut,17,
Sweden,Vaxholm,Golf Course,5280,185 31
Sweden,Stockholm,Sugar,36,120 16
Bosnia and Herzegovina,Blagaj,Hanson,1,
Philippines,Mambago,Delladonna,39006,8118
Philippines,Pulilan,Clemons,1,3005
China,Meitang,Maryland,7666,
China,Xiasha,Arapahoe,23957,
China,Sandaotong,East,13,
China,Huifa,Packers,351,
China,Najiaying,Ludington,26543,
United States,Rochester,Springview,46,14614
Bosnia and Herzegovina,Koran,Park Meadow,5,
Philippines,Jovellar,Esch,79,4515
Portugal,Lau,Packers,2143,2950-127
Poland,Ręczno,Pawling,7923,97-510
Mali,Nara,Arapahoe,388,
Norway,Oslo,Sullivan,0,0162
Taiwan,Fengyuan,West,272,
Yemen,Khawr Maksar,Sloan,26,
Indonesia,Rikitgaib,Hoepker,6108,
Portugal,Boucinha,Milwaukee,628,4950-122
Philippines,Esperanza,Browning,71,8513
Russia,Shumerlya,Farwell,14,429127
China,Jinshan,Canary,9,
Ukraine,Tarakaniv,Vahlen,93497,
Czech Republic,Václavovice,Old Gate,428,742 83
Nigeria,Makoko,Trailsway,4,
China,Ganyi,John Wall,8,
Israel,Buqei‘a,Kinsman,9,
Bulgaria,Dve Mogili,Delaware,2,7159
Thailand,Wachira Barami,Rutledge,7,45250
Pakistan,Wārāh,Old Shore,17,77041
Colombia,Chiquinquirá,Blaine,8,154648
Philippines,Buenavista,Moulton,9065,8601
Indonesia,Babakan,Wayridge,68,
China,Sanjiao,Sherman,2,
Liberia,Ganta,Lakewood Gardens,67,
Czech Republic,Morávka,Pleasure,64,739 04
Sweden,Sundbyberg,Forest,5,172 79
China,Jinjing,Arapahoe,65,
Indonesia,Kurungannyawa,American Ash,63,
Chile,Nacimiento,Graedel,85,
Israel,Rosh Pinna,Parkside,12548,
Thailand,Ranot,Dawn,65659,90140
Czech Republic,Postřelmov,Norway Maple,4324,789 69
China,Juzhen,Vera,2,
Philippines,Santo Niño,Dayton,26915,6711
Thailand,Kamalasai,Summerview,1,46130
Kazakhstan,Semey,Troy,158,
China,Longtou’an,Pierstorff,39188,
Portugal,Quinta,Clove,6648,4600-652
Colombia,Candelaria,3rd,52873,111711
Indonesia,Banjar Beratan,Hansons,3,
Gabon,Mbigou,Buhler,33218,
Guinea-Bissau,Quebo,Logan,58,
Philippines,Angatel,Thompson,672,4335
Colombia,Funes,Jenifer,9,523528
China,Tangwei,Swallow,848,
Philippines,Pilar,Nevada,5,8420
China,Benniu,Corry,613,
Brazil,Itapevi,Milwaukee,57488,06650-000
Philippines,Tanjay,Blaine,0,6203
China,Longtan,Knutson,4,
Dominican Republic,San Pedro de Macorís,Hoffman,753,11604
Colombia,Guamal,Banding,5873,473029
Philippines,Maninihon,Corben,18,5510
China,Yongfeng,Reindahl,32,
Portugal,Burgau,West,5,8650-104
Poland,Wrząsowice,Northridge,3,32-031
Mexico,San Rafael,Florence,4683,41640
Indonesia,Fatuulan,Hoard,52781,
China,Shigu,Mallard,91,
Colombia,La Paz,Oak,804,685518
Ukraine,Lebedyn,Gulseth,47,
Colombia,Campamento,Onsgard,1,052027
Saudi Arabia,Tabālah,Spohn,7,
China,Dula’er Ewenke Minzu,Londonderry,17720,
China,Koramlik,Cascade,9914,
Indonesia,Lasusua,Bonner,28,
Spain,Santiago De Compostela,6th,2065,15899
Mexico,Guadalupe Victoria,Maple Wood,4446,75694
Uganda,Moyo,Nova,7,
Portugal,Pereiras,Butterfield,56,4620-073
Paraguay,Colonia Minga Porá,Carioca,0,
Thailand,Mae Wang,Kenwood,14581,50360
Colombia,San Juan Nepomuceno,Roxbury,42395,132018
Pakistan,Sakrand,Melvin,4,67210
Thailand,Wang Nam Yen,Graedel,605,27120
China,Jingzhu,Northview,1,
France,Toulouse,Susan,110,31079 CEDEX 5
Bangladesh,Rangpur,Anzinger,49286,5470
Slovenia,Grosuplje,Fulton,1710,1290
Portugal,Foros da Catrapona,Briar Crest,23,2840-051
Palestinian Territory,Al Ḩīlah,Dovetail,3,
Lesotho,Mafeteng,Kim,67,
China,Hongmei,Delaware,1,
Croatia,Lipovljani,Sycamore,1,44322
Indonesia,Jampang Kulon,Cordelia,493,
Sweden,Borås,Hoepker,9802,501 78
Brazil,Itatinga,Sauthoff,7,18690-000
Serbia,Taraš,Dwight,134,
Argentina,El Soberbio,Waxwing,26415,3364
Philippines,Bolboc,Crest Line,81625,1128
Brazil,Boa Vista,Prairie Rose,32,69300-000
Syria,Al Ghandūrah,Dryden,539,
China,Shouyan,Surrey,91855,
Indonesia,Leloboko,Haas,87,
Kenya,Muhoroni,Elka,0,
Serbia,Idvor,Macpherson,550,
France,Clermont-Ferrand,Dexter,325,63019 CEDEX 2
Albania,Novoselë,Sunbrook,48985,
Mexico,Buenos Aires,Mayfield,475,93380
China,Daxi,Ronald Regan,73430,
Indonesia,Padangan,Butternut,1,
China,Zhanjiang,Mccormick,58596,
China,Yidian,Farwell,14,
Philippines,Buliran Segundo,Atwood,7,3109
Indonesia,Rawa Satu,Reindahl,3321,
Argentina,Laboulaye,Elka,5,5120
Kazakhstan,Akkol’,Kedzie,64864,
Poland,Dąbie,Fordem,7234,62-660
Ukraine,Petropavlivka,Calypso,70,
Poland,Sieroszewice,Anderson,1022,63-405
China,Hefu,Commercial,9399,
Oman,Nizwá,Reindahl,298,
Brazil,Hortolândia,Crest Line,247,13183-000
Ethiopia,K’olīto,Ronald Regan,3,
Canada,Pont-Rouge,Mesta,43,G3H
China,E’erdun Wula,Westerfield,3,
Papua New Guinea,Kokopo,7th,4,
Poland,Jadowniki Mokre,Main,899,33-271
Philippines,Ransang,Armistice,5,1080
China,Shimen,Sunfield,2591,
France,Vierzon,Riverside,10,18104 CEDEX
Portugal,Terra Chã,Buena Vista,85112,9700-685
China,Guankou,Sunfield,7478,
China,Xiaojia,Springview,33,
Poland,Rzepiennik Strzyżewski,Marquette,6847,33-163
Philippines,Viga,Loomis,25930,4805
Montenegro,Podgorica,Heffernan,72,
Austria,Altenberg bei Linz,Warbler,8848,4210
China,Longshe,Schmedeman,89122,
South Africa,Lady Frere,American,7267,5419
Russia,Ufa,Almo,888,456143
Saudi Arabia,Al Hufūf,Bay,361,
Belarus,Ivanava,Lindbergh,624,
China,Hanyuan,Grayhawk,3,
Haiti,Fort Liberté,Linden,257,
Jamaica,Trinity Ville,Helena,2243,
Nigeria,Okpo,Village,12,
Indonesia,Sumberagung,Dakota,5199,
China,Heishan,Corscot,0,
Indonesia,Dukuhbadag,Hoffman,6,
Philippines,Calingcuan,Sage,4,2333
France,Bourges,Melby,599,18934 CEDEX 9
China,Sishui,Shopko,8576,
Nigeria,Minna,Muir,64,
Greece,Álli Meriá,Di Loreto,5686,
China,Heshi,Mendota,27479,
Iran,Īlām,Weeping Birch,3,
Ukraine,Mizhhir’ya,Hayes,43,
Afghanistan,Khudāydād Khēl,Tomscot,2,
China,Sanchang,Ramsey,8711,
China,Zhuji,Tennessee,7023,
China,Dunhao,Burrows,600,
Indonesia,Ceper,Alpine,82130,
Brazil,Barcarena,Lakeland,9202,68445-000
Portugal,Canelas,Messerschmidt,2682,3865-004
Poland,Lewin Kłodzki,Nelson,24,57-343
Bulgaria,Kiten,Carpenter,143,9243
Madagascar,Betafo,Dottie,742,
Ireland,Bagenalstown,International,98,R21
Indonesia,Ketapang,Badeau,5,
Costa Rica,Belén,Everett,48,50504
Pakistan,Bārkhān,Pierstorff,327,84400
China,Menghai,Bay,38905,
Colombia,El Cerrito,Shasta,7269,763528
Japan,Hayama,Eastwood,645,999-3242
Philippines,Paiisa,Pankratz,12314,4323
Vietnam,Sa Pá,Karstens,2,
Indonesia,Lohong,Hazelcrest,2,
Russia,Promyshlennaya,Lighthouse Bay,26,652380
Philippines,Conel,Sachtjen,8649,6053
Indonesia,Kahuripan,Hallows,21313,
Venezuela,El Regalo,Almo,25893,
Peru,Samanco,Northview,17,
Saint Vincent and the Grenadines,Barrouallie,Nevada,98221,
Ukraine,Kolochava,Gerald,2,
Sweden,Johanneshov,Donald,3252,121 36
Brazil,Ituiutaba,Arapahoe,2,38300-000
South Africa,Tugela Ferry,Thackeray,561,3010
Nicaragua,Estelí,Farwell,7340,
Afghanistan,Jalālābād,Waubesa,99653,
China,Tiantai Chengguanzhen,Ohio,87007,
China,Changqi,Superior,767,
Philippines,Medellin,Swallow,5019,6012
China,Dalun,Dawn,12,
China,Hehu,Oakridge,90496,
China,Sanxing,Artisan,77,
Russia,Uva,Mandrake,43,427265
Belarus,Plyeshchanitsy,Sunbrook,398,
Portugal,Funchalinho,Sherman,125,2825-106
Brazil,Brumadinho,Carey,7168,35460-000
Philippines,Aurora,Anderson,573,7020
China,Shazhouba,Reinke,1764,
France,Neuilly-sur-Marne,Gateway,73846,93335 CEDEX
Portugal,Sezures,Becker,1,3550-286
Cambodia,Paôy Pêt,Killdeer,78277,
Russia,Yasnyy,Meadow Ridge,6,462781
Russia,Lokot’,Browning,78,242315
United States,El Paso,Pawling,125,79940
Russia,Venëv,Columbus,7,301320
Argentina,El Carril,Tennyson,79086,4421
Zimbabwe,Chinhoyi,Miller,628,
Chile,Melipilla,Farmco,7108,
China,Shuitianzhuang,Bowman,49,
China,Gouyan,Reindahl,69,
Finland,Kihniö,Hauk,37,39820
Japan,Ōtawara,Hoard,4,329-3155
Indonesia,Neglasari,Kenwood,51,
Brazil,Ilhabela,Esker,457,11630-000
Mauritius,Dubreuil,International,51570,
Philippines,Pancol,Scoville,94,3200
Portugal,Pedrogão,Hermina,4,6090-425
Peru,Puno,Stephen,375,
China,Hongmiao,Washington,90,
France,Colmar,Reindahl,86188,68020 CEDEX
Poland,Raszowa,Arrowood,51119,47-232
Indonesia,Siumate,Hanover,78,
Philippines,Kabuynan,East,79,8311
Russia,Velikiy Ustyug,Tennessee,65,162399
Russia,Pavlovsk,Sunnyside,7,396456
Thailand,Buriram,Victoria,93,31180
Ivory Coast,Bouna,Schurz,734,
Portugal,Cruz de Pau,Old Shore,1318,2845-005
Armenia,Kapan,John Wall,95612,
China,Taihu,Fairview,357,
Brazil,Barretos,Gale,4700,14780-000
China,Longtan,Autumn Leaf,31865,
Vietnam,An Châu,Thackeray,38,
Colombia,Ocaña,Rigney,75,546559
France,Montpellier,Milwaukee,2512,34087 CEDEX 4
Kyrgyzstan,Kara Suu,Transport,323,
Laos,Xam Nua,Pearson,0,
Indonesia,Riung,Monument,77083,
Ukraine,Dnipryany,Jenna,588,
Ethiopia,Tulu Bolo,Loomis,75,
Russia,Lyubertsy,Farwell,8,140074
Canada,Saint-Raymond,Warbler,347,G3L
Indonesia,Anyar,Florence,8686,
China,Yiliu,Menomonie,14,
Sweden,Karlstad,Superior,420,651 11
Russia,Yurovka,Westport,124,353426
France,Miribel,Golf,1418,26350
Guatemala,Patzicía,Karstens,2,04011
China,Tanggan,Glacier Hill,434,
Russia,Bolotnoye,Fairview,0,633343
United States,Milwaukee,Memorial,0,53277
Bangladesh,Patiya,Kings,47276,4219
China,Daogao,Waubesa,0,
Greece,Áno Merá,Everett,9256,
Equatorial Guinea,Ebebiyin,Moland,603,
Brazil,São Paulo de Olivença,Donald,12,69600-000
Serbia,Sombor,Duke,4761,
China,Zhouxi,Buhler,201,
Palestinian Territory,Bīr Nabālā,Dahle,5634,
Portugal,Vilarinho da Castanheira,Stephen,6310,5140-279
Philippines,Alcantara,Esker,693,5509
Poland,Jawornik,Village,5,38-112
Indonesia,Mmaaf,Bowman,6,
Nepal,Panaoti,Meadow Ridge,52432,
China,Weishan,Farragut,966,
Vietnam,Nam Đàn,Grayhawk,2,
China,Lianghu,Schurz,50660,
Indonesia,Simpang,Quincy,6,
Sweden,Borås,Delladonna,8,504 50
Croatia,Prelog,Talisman,66,40323
Greece,Patitírion,Dryden,2,
Indonesia,Bojawa,Dexter,68989,
France,Cherbourg-Octeville,Sunnyside,5,50109 CEDEX
Argentina,Caseros,Westridge,9,3262
China,Xinfeng,Spenser,8,
Russia,Yablochnyy,Butterfield,561,694630
China,Qiligang,Surrey,96,
Czech Republic,Chyňava,Reindahl,0,267 07
Poland,Rozwadza,Commercial,88314,47-330
Russia,Sokol,Merry,63,347252
Czech Republic,Bílina Kyselka,3rd,54,419 01
France,Villeurbanne,Hanover,8405,69604 CEDEX
Dominican Republic,Nagua,Morning,21230,10118
Austria,Graz,Loeprich,5,8042
Sweden,Nynäshamn,Maple,1788,149 43
Indonesia,Tepal,Eastwood,9683,
France,Châteaurenard,Vera,8,13834 CEDEX
Indonesia,Sapat,Westerfield,69804,
Brazil,Wenceslau Braz,Maple Wood,94,84950-000
South Africa,Muldersdriseloop,Sunbrook,10,3250
Indonesia,Sampungu,Nevada,47,
Paraguay,San Pedro del Paraná,Dapin,402,
Philippines,Guiuan,Main,67353,6809
China,Hedi,Waubesa,68521,
Sweden,Vårby,Green Ridge,5,143 46
Paraguay,Yataity del Norte,Kenwood,51890,
China,Rongmei,Clemons,383,
Canada,Walnut Grove,Cambridge,53,V2X
Indonesia,Margotuhu Kidul,Porter,0,
Egypt,Maţāy,Elmside,43,
Ivory Coast,Tanda,Ruskin,61853,
Indonesia,Sukosari,Cambridge,62,
Canada,Smiths Falls,Thackeray,167,K7A
Indonesia,Sumbermanggis,Aberg,971,
China,Baisha,Hanson,705,
United States,Grand Rapids,Sullivan,3637,49560
Croatia,Jelisavac,Red Cloud,90,31225
Thailand,Ron Phibun,Express,97,80130
Eritrea,Ak’ordat,Division,5,
Russia,Krasnyye Barrikady,Grayhawk,319,416357
China,Gangba,Cambridge,46241,
Colombia,Popayán,Rutledge,688,190018
Russia,Ust’-Kachka,Crowley,155,614524
China,Xinghai,Iowa,87193,
Russia,Ryazanskaya,Corben,1174,352613
Philippines,Cordova,Pine View,52118,6017
Panama,Pueblo Nuevo,Monterey,9,
Laos,Ban Houakhoua,North,8236,
Indonesia,Sumberrejo,Shelley,4,
Dominican Republic,Villa Bisonó,Pawling,51,11105
Malaysia,Kangar,Sutteridge,55,01673
Zimbabwe,Nyazura,Esch,87377,
Kazakhstan,Ush-Tyube,Fallview,85605,
Portugal,Corgo,Brown,9295,4620-357
Brazil,Salto de Pirapora,Moulton,6,18160-000
Sweden,Linköping,Dryden,39492,584 22
Indonesia,Bunut,Clove,5,
Malta,Mellieħa,Lyons,49,MLH
Brazil,Lagoa do Itaenga,Fisk,69,55840-000
Portugal,Marisol,Anhalt,3276,2855-174
China,Meiyao,Beilfuss,11,
Sweden,Göteborg,Fisk,58424,401 24
Russia,Peski,Sutteridge,1271,175323
Iran,Nahāvand,Londonderry,8276,
China,Gangsha,Harbort,85,
China,Bulianhe,Farmco,3,
Japan,Ogōri-shimogō,Utah,29,754-0897
Czech Republic,Pecka,Del Sol,94757,507 82
Estonia,Viljandi,Clyde Gallagher,1897,
Vietnam,Thị Trấn Nho Quan,Londonderry,5,
Russia,Issa,Vernon,958,442710
China,Balbagay,Melvin,3882,
Spain,Malaga,Northview,508,29005
China,Taishanmiao,High Crossing,56861,
Philippines,Silae,Bluestem,68,8422
Sweden,Laholm,Burning Wood,49,312 31
Czech Republic,Nové Sedlo,Eagle Crest,3,438 01
Indonesia,Putukrejo,Sloan,98,
China,Chengbei,Duke,13,
Indonesia,Parungjawa,Cherokee,34587,
South Korea,Yangsa,Anderson,12,
China,Longtang,Cardinal,0,
Sweden,Sölvesborg,Troy,529,294 21
China,Pozhang,Sullivan,949,
China,Shanhaiguan,Fuller,205,
Czech Republic,Hostouň,Scofield,39546,345 25
Philippines,Wao,Trailsway,51776,9716
Venezuela,La Azulita,Fulton,3001,
Yemen,Al Matūn,Prairie Rose,245,
Thailand,Khu Khan,7th,2149,56110
Russia,Tpig,Troy,23,368380
Switzerland,Basel,Center,9,4010
Mexico,Morelos,Ronald Regan,39598,73795
Ukraine,Komyshany,Summit,7499,
Norway,Steinkjer,Hermina,11390,7737
China,Zhoutou,Bonner,50740,
Croatia,Belica,Cottonwood,0,40319
Russia,Ikryanoye,Anderson,9,416372
Bangladesh,Bāndarban,Alpine,17935,3863
Honduras,Lepaterique,Shoshone,3,
Sweden,Ystad,Welch,20,271 60
Cameroon,Tiko,Helena,15,
China,Dadong’ao,Chive,31,
Sweden,Lidingö,Hauk,1759,181 23
Vietnam,Châu Thành,Graceland,754,
Indonesia,Bangilan,Merry,720,
Russia,Chishmy,Bartelt,79159,431674
Indonesia,Cikarang,Maryland,42978,
Uzbekistan,Gazli,Haas,0,
North Korea,Hoeyang,New Castle,7837,
Brazil,São Miguel do Araguaia,Superior,1772,76590-000
Peru,Puno,Express,9131,
Brazil,São Bernardo do Campo,Drewry,8,09700-000
United States,Detroit,Transport,1,48217
Indonesia,Osapsio,Blue Bill Park,9960,
Ivory Coast,Issia,Sullivan,44170,
Portugal,Alpedrinha,Mendota,871,6230-060
China,Beibao,Glendale,7009,
Thailand,Kham Sakae Saeng,Katie,5,30290
United States,Portland,Del Sol,625,97240
China,Dingzigu,Shasta,42,
Indonesia,Karangbungur,Mesta,94464,
Indonesia,Kujung,Macpherson,6729,
Argentina,Chajarí,Jenna,3622,3228
Sweden,Jönköping,Pine View,25511,550 11
China,Longcheng,American Ash,264,
Ireland,Tullyallen,Magdeline,2889,E25
Iran,Fareydūnshahr,Kenwood,11909,
Poland,Olsztyn,Oriole,41,42-256
Serbia,Gložan,Merrick,962,
Tunisia,Mateur,Kenwood,45,
China,Shimeitang,Prentice,59,
Colombia,Cravo Norte,Clove,3505,812019
China,Hejiaping,Fremont,6,
Greece,Archángelos,Arkansas,87574,
Mongolia,Sharga,Cardinal,58499,
Tanzania,Namalenga,Norway Maple,2373,
Indonesia,Woto,Swallow,70032,
Finland,Muurame,Dayton,4,40951
Indonesia,Ngangguk,Schlimgen,1193,
Philippines,Cabaritan East,Portage,82406,3517
Indonesia,Sambongpari,Fairfield,6403,
China,Yangchao,Kedzie,709,
Slovenia,Beltinci,Gulseth,32573,9231
Sweden,Nässjö,Lyons,3762,571 36
United States,Iowa City,Blackbird,93,52245
Brazil,Aripuanã,Bellgrove,2,78325-000
Bolivia,Arani,Bartelt,14542,
Philippines,San Marcelino,Barnett,2,2207
Portugal,Manique,Sugar,1,2645-456
Malaysia,Kuala Lumpur,Butterfield,752,50150
Greece,Naxos,Lindbergh,45,
China,Lianyuan,Scott,9,
Russia,Staryy Oskol,Pond,8544,309509
Indonesia,Uwa,Starling,747,
China,Luzhuangzi,Melvin,1,
Honduras,Santa Lucía,Petterle,621,
Egypt,Dayrūţ,Fieldstone,659,
Indonesia,Pringu,American,42,
Estonia,Tartu,Valley Edge,253,
Indonesia,Bungkal,Leroy,97,
Vietnam,Vũ Quang,Golf Course,0,
Philippines,San Andres,Lighthouse Bay,5432,5504
Philippines,Linao,Hallows,2,2017
Croatia,Tenja,Mifflin,1166,31207
China,Menlou’ao,Mcbride,77231,
Indonesia,Loa Janan,Sauthoff,6,
El Salvador,Texistepeque,Loeprich,50109,
China,Shijing,Nova,8,
Indonesia,Balengbeng,Parkside,9,
China,Sanshengyuan,Gina,25859,
Portugal,Alcácer do Sal,High Crossing,65304,7580-005
Colombia,Apartadó,Meadow Valley,61,057847
Portugal,Malhou,Hagan,8,2380-506
Philippines,Calamba,Merchant,9312,7210
Greece,Páchni,Grim,3816,
Indonesia,Jampang Tengah,Gerald,76618,
Mauritania,Kiffa,Maywood,8235,
Tunisia,Qal‘at al Andalus,Debra,49995,
Indonesia,Pakemitan Dua,David,5,
Poland,Januszkowice,Debra,149,47-330
Portugal,Sabugueiro,Cardinal,482,7040-704
Philippines,Hermosa,Jana,5403,2111
Ukraine,Krasnotorka,Burrows,5392,
Peru,Pacanga,Goodland,6637,
Portugal,Picassinos,High Crossing,32332,2430-418
Brazil,Medeiros Neto,Weeping Birch,570,45960-000
Egypt,Fāraskūr,Charing Cross,42333,
Portugal,Lamarosa,Sachtjen,94,3025-389
Sudan,Al Qiţena,Everett,9,
United States,Monroe,Mockingbird,1455,71213
Japan,Sōka,Village,411,341-0053
Indonesia,Tambaksari,Lake View,8591,
Pakistan,Fort Abbās,Doe Crossing,95191,62021
China,Minzheng,Eliot,2674,
Philippines,Tubli,Crownhardt,61,4031
