,id,artist,artistRole,artistId,title,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
156,50869,"Turner, Joseph Mallord William",artist,558,Castle,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 114 x 187 mm,114.0,187.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D23/D23532_8.jpg,http://www.tate.org.uk/art/artworks/turner-castle-d23532
157,426,"Abrahams, Ivor",artist,622,Lady in Niche,Fibreglass and polystyrene,Purchased 1982,1973.0,1982.0,object: 2095 x 1575 x 762 mm,2095.0,1575.0,762.0,mm,,© Ivor Abrahams,http://www.tate.org.uk/art/images/work/T/T03/T03369_8.jpg,http://www.tate.org.uk/art/artworks/abrahams-lady-in-niche-t03369
158,34506,"Turner, Joseph Mallord William",artist,558,"St Peter’s Chapel, Tabley, and the Moat",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1808.0,1856.0,support: 108 x 185 mm,108.0,185.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D07/D07116_8.jpg,http://www.tate.org.uk/art/artworks/turner-st-peters-chapel-tabley-and-the-moat-d07116
159,62288,"Turner, Joseph Mallord William",artist,558,Village with Wooden Bridge beside Stream among Mountains,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1844.0,1856.0,support: 230 x 329 mm,230.0,329.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D35/D35159_8.jpg,http://www.tate.org.uk/art/artworks/turner-village-with-wooden-bridge-beside-stream-among-mountains-d35159
160,93300,"Fischli, Peter",artist,2757,Untitled,"6 photographs, black and white, on paper",Presented by the artists 2008,2005.0,2008.0,unconfirmed: 100 x 150 mm,100.0,150.0,,mm,,"© Peter Fischli and the estate of David Weiss, courtesy Matthew Marks Gallery, New York",http://www.tate.org.uk/art/images/work/P/P20/P20332_8.jpg,http://www.tate.org.uk/art/artworks/fischli-weiss-untitled-p20332
161,63118,"Turner, Joseph Mallord William",artist,558,"Clouds over the Rigi at Sunrise, from Lucerne",Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1844.0,1856.0,support: 249 x 370 mm,249.0,370.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D36/D36030_8.jpg,http://www.tate.org.uk/art/artworks/turner-clouds-over-the-rigi-at-sunrise-from-lucerne-d36030
162,64975,"Turner, Joseph Mallord William",artist,558,Saltram House and its Park,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1811.0,1856.0,support: 140 x 215 mm,140.0,215.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D41/D41277_8.jpg,http://www.tate.org.uk/art/artworks/turner-saltram-house-and-its-park-d41277
163,58105,"Turner, Joseph Mallord William",artist,558,Hamburg: View along the Jungfernstieg to the Hotel Belvedere with the Spires of the Jacobikirche and Petrikirche beyond,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1835.0,1856.0,support: 155 x 92 mm,155.0,92.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D30/D30864_8.jpg,http://www.tate.org.uk/art/artworks/turner-hamburg-view-along-the-jungfernstieg-to-the-hotel-belvedere-with-the-spires-of-the-d30864
164,52455,"Turner, Joseph Mallord William",artist,558,[title not known],"Chalk, gouache and graphite on paper",Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 190 x 287 mm,190.0,287.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25118_8.jpg,http://www.tate.org.uk/art/artworks/turner-title-not-known-d25118
165,52973,"Turner, Joseph Mallord William",artist,558,"Lighthouse, ?Berwick-upon-Tweed",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831.0,1856.0,support: 74 x 94 mm,74.0,94.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25636_8.jpg,http://www.tate.org.uk/art/artworks/turner-lighthouse-berwick-upon-tweed-d25636
166,31599,"Turner, Joseph Mallord William",artist,558,Calais and the Pier from the Shore,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1802.0,1856.0,support: 112 x 187 mm,112.0,187.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04206_8.jpg,http://www.tate.org.uk/art/artworks/turner-calais-and-the-pier-from-the-shore-d04206
167,33450,"Turner, Joseph Mallord William",artist,558,Verses (Inscriptions by Turner),Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1807.0,1856.0,support: 163 x 92 mm,163.0,92.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D06/D06059_8.jpg,http://www.tate.org.uk/art/artworks/turner-verses-inscriptions-by-turner-d06059
168,30926,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1801.0,1856.0,support: 154 x 90 mm,154.0,90.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03530
169,31117,"Turner, Joseph Mallord William",artist,558,A Cow Grazing,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 117 x 183 mm,117.0,183.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03721_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-cow-grazing-d03721
170,95925,"Hatakeyama, Naoya",artist,10761,Lime Hills (Quarry Series) LH29211,"Photograph, colour, on paper",Presented by Richard and Judith Greer 2007,1990.0,2007.0,support: 302 x 381 mm,302.0,381.0,,mm,,,,http://www.tate.org.uk/art/artworks/hatakeyama-lime-hills-quarry-series-lh29211-p13029
171,46711,"Turner, Joseph Mallord William",artist,558,At Dover,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1825.0,1856.0,support: 155 x 95 mm,155.0,95.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D19/D19358_8.jpg,http://www.tate.org.uk/art/artworks/turner-at-dover-d19358
172,31908,"Turner, Joseph Mallord William",artist,558,"Turner’s Cabriolet outside the Post House, Voreppe; the Grand Aiguille beyond",Gouache and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1802.0,1856.0,support: 219 x 253 mm,219.0,253.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04515_8.jpg,http://www.tate.org.uk/art/artworks/turner-turners-cabriolet-outside-the-post-house-voreppe-the-grand-aiguille-beyond-d04515
173,50036,"Turner, Joseph Mallord William",artist,558,Music in the White Library,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1827.0,1856.0,support: 140 x 190 mm,140.0,190.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D22/D22699_8.jpg,http://www.tate.org.uk/art/artworks/turner-music-in-the-white-library-d22699
174,34480,"Turner, Joseph Mallord William",artist,558,"London Bridge and the Shot Manufactory, Bermondsey",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1835.0,1856.0,support: 108 x 185 mm,108.0,185.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D07/D07090_8.jpg,http://www.tate.org.uk/art/artworks/turner-london-bridge-and-the-shot-manufactory-bermondsey-d07090
175,8924,"Lipchitz, Jacques",artist,1518,Reclining Woman,Plaster,Presented by the Lipchitz Foundation 1982,1921.0,1982.0,object: 76 x 108 x 38 mm,76.0,108.0,38.0,mm,,"© The estate of Jacques Lipchitz, courtesy, Marlborough Gallery, New York",http://www.tate.org.uk/art/images/work/T/T03/T03520_8.jpg,http://www.tate.org.uk/art/artworks/lipchitz-reclining-woman-t03520
176,53338,"Turner, Joseph Mallord William",artist,558,"Hailes Castle, East Linton",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831.0,1856.0,support: 113 x 185 mm,113.0,185.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26001_8.jpg,http://www.tate.org.uk/art/artworks/turner-hailes-castle-east-linton-d26001
177,815,"Bayes, Walter",artist,713,The Ford,Oil paint on canvas,Purchased 1928,1917.0,1928.0,frame: 1113 x 1527 x 60 mm support: 1030 x 1445 mm,1113.0,1527.0,60.0,mm,,© Tate,http://www.tate.org.uk/art/images/work/N/N04/N04388_8.jpg,http://www.tate.org.uk/art/artworks/bayes-the-ford-n04388
178,28728,"Turner, Joseph Mallord William",artist,558,"Hampton Court, Herefordshire, from the North East",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1798.0,1856.0,support: 332 x 225 mm,332.0,225.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01321_8.jpg,http://www.tate.org.uk/art/artworks/turner-hampton-court-herefordshire-from-the-north-east-d01321
179,51536,"Turner, Joseph Mallord William",artist,558,Buildings,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 175 x 127 mm,175.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24199_8.jpg,http://www.tate.org.uk/art/artworks/turner-buildings-d24199
180,24969,"Wharncliffe, Lady",artist,2576,[title not known] Verso: Foliage,Ink on paper. Verso: ink on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 180 x 150 mm,180.0,150.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10941_8.jpg,http://www.tate.org.uk/art/artworks/wharncliffe-title-not-known-verso-foliage-t10941
181,23705,"Stothard, Thomas",artist,531,"Female Nude Figures. Verso: Studies of Groups, Perhaps for an Illustration to Milton","Ink, graphite and watercolour on paper. Verso: graphite and ink on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 323 x 195 mm,323.0,195.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10037_8.jpg,http://www.tate.org.uk/art/artworks/stothard-female-nude-figures-verso-studies-of-groups-perhaps-for-an-illustration-to-milton-t10037
182,46486,"Turner, Joseph Mallord William",artist,558,"Cathedral, Etc.",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1825.0,1856.0,support: 155 x 95 mm,155.0,95.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D19/D19133_8.jpg,http://www.tate.org.uk/art/artworks/turner-cathedral-etc-d19133
183,43449,"Turner, Joseph Mallord William",artist,558,"The Castel dell’Ovo, Naples, with Capri in the Distance",Graphite and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 255 x 404 mm,255.0,404.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D16/D16093_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-castel-dellovo-naples-with-capri-in-the-distance-d16093
184,33184,"Turner, Joseph Mallord William",artist,558,Study for a Sea-Piece,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 171 x 262 mm,171.0,262.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D05/D05792_8.jpg,http://www.tate.org.uk/art/artworks/turner-study-for-a-sea-piece-d05792
185,15686,"Valoch, Jiri",artist,2093,Do It Yourself II - Dialogues,Relief print on paper,Transferred from the Library 1979,1972.0,1979.0,image: 206 x 149 mm,206.0,149.0,,mm,,,,http://www.tate.org.uk/art/artworks/valoch-do-it-yourself-ii-dialogues-p08036
186,4580,"Frink, Dame Elisabeth",artist,1124,The Nun’s Priests’ Tale,Etching and aquatint on paper,Presented by Waddington Galleries through the Institute of Contemporary Prints 1975,1972.0,1975.0,image: 497 x 345 mm,497.0,345.0,,mm,,© Frink Estate,http://www.tate.org.uk/art/images/work/P/P01/P01115_8.jpg,http://www.tate.org.uk/art/artworks/frink-the-nuns-priests-tale-p01115
187,23824,"Towne, Francis",artist,553,Le Rêve,Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1781.0,1997.0,support: 156 x 212 mm,156.0,212.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/T/T08/T08557_8.jpg,http://www.tate.org.uk/art/artworks/towne-le-reve-t08557
188,96152,"Ferrari, León",artist,10613,"Entrance to the Naval Headquarters + ‘Vulture’, Engraving from the Nouveau Larousse Illustré, c. 1900",Digital print on paper,Presented by Alicia and León Ferrari 2008,1995.0,2009.0,support: 420 x 297 mm,420.0,297.0,,mm,,© Leon Ferrari,http://www.tate.org.uk/art/images/work/P/P79/P79529_8.jpg,http://www.tate.org.uk/art/artworks/ferrari-entrance-to-the-naval-headquarters-vulture-engraving-from-the-nouveau-larousse-p79529
189,43464,"Turner, Joseph Mallord William",artist,558,View of Capri and the Bay of Sorrento from Naples,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 255 x 403 mm,255.0,403.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D16/D16108_8.jpg,http://www.tate.org.uk/art/artworks/turner-view-of-capri-and-the-bay-of-sorrento-from-naples-d16108
190,36116,"Turner, Joseph Mallord William",artist,558,A West Country River between Woods and Hills,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1811.0,1856.0,support: 75 x 117 mm,75.0,117.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D08/D08729_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-west-country-river-between-woods-and-hills-d08729
191,30048,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1801.0,1856.0,support: 115 x 162 mm,115.0,162.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d02645
192,25459,"Flaxman, John",after,186,The Contention for Guido de Montefeltro,Etching on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1807.0,1997.0,image: 131 x 194 mm,131.0,194.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T11/T11103_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-contention-for-guido-de-montefeltro-t11103
193,29791,"Turner, Joseph Mallord William",artist,558,Harewood House from the North-East,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1797.0,1856.0,support: 257 x 397 mm,257.0,397.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D02/D02388_8.jpg,http://www.tate.org.uk/art/artworks/turner-harewood-house-from-the-north-east-d02388
194,41718,"Turner, Joseph Mallord William",artist,558,A Town,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 112 x 185 mm,112.0,185.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D14/D14355_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-town-d14355
195,25553,"Barlow, Francis",after,20,Teale; Duck; Feasant; Hawke; Cormorant; Bittour; Owle,Engraving and etching on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,image: 209 x 296 mm,209.0,296.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T11/T11232_8.jpg,http://www.tate.org.uk/art/artworks/barlow-teale-duck-feasant-hawke-cormorant-bittour-owle-t11232
196,60202,"Turner, Joseph Mallord William",artist,558,"Castle, with Mountains",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1841.0,1856.0,support: 181 x 111 mm,181.0,111.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33018_8.jpg,http://www.tate.org.uk/art/artworks/turner-castle-with-mountains-d33018
197,51395,"Turner, Joseph Mallord William",artist,558,Rocks on Coast,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 174 x 117 mm,174.0,117.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24058_8.jpg,http://www.tate.org.uk/art/artworks/turner-rocks-on-coast-d24058
198,22209,"Roth, Dieter",artist,1870,[title not known],Screenprint and lithograph on paper,Presented by Klaus Anschel in memory of his wife Gerty 1997,1970.0,1997.0,image: 500 x 700 mm,500.0,700.0,,mm,date inscribed,© The estate of Dieter Roth,http://www.tate.org.uk/art/images/work/P/P11/P11490_8.jpg,http://www.tate.org.uk/art/artworks/roth-title-not-known-p11490
199,24496,"Callcott, Sir Augustus Wall",artist,78,[title not known],Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 101 x 63 mm,101.0,63.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09652_8.jpg,http://www.tate.org.uk/art/artworks/callcott-title-not-known-t09652
200,31480,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 215 x 138 mm,215.0,138.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d04085
201,120584,"Yamaguchi, Katsuhiro",artist,16030,Composition for APN,"Photograph, gelatin silver print on paper",Purchased 2012,1953.0,2012.0,image: 355 x 190 mm,355.0,190.0,,mm,,,,http://www.tate.org.uk/art/artworks/yamaguchi-otsuji-composition-for-apn-p80017
202,7378,"Jones, George",artist,300,[title not known],Ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00348_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00348
203,2465,"Collier, Edward",artist,100,Still Life,Oil paint on canvas,Purchased 1948,1699.0,1948.0,support: 762 x 635 mm frame: 942 x 807 x 96 mm,762.0,635.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/N/N05/N05856_8.jpg,http://www.tate.org.uk/art/artworks/collier-still-life-n05856
204,26034,"Bacon, Francis",artist,682,Nude Reading,Graphite and oil paint on paper,"Purchased with assistance from the National Lottery through the Heritage Lottery Fund, the Art Fund and a group of anonymous donors in memory of Mario Tazzoli 1998",1957.0,1998.0,support: 254 x 190 mm,254.0,190.0,,mm,,"© Estate of Francis Bacon. All Rights Reserved, DACS 2014",http://www.tate.org.uk/art/images/work/T/T07/T07383_8.jpg,http://www.tate.org.uk/art/artworks/bacon-nude-reading-t07383
205,632,"Auerbach, Frank",artist,676,Seated Figure,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1966.0,1975.0,image: 787 x 577 mm,787.0,577.0,,mm,,© Frank Auerbach,http://www.tate.org.uk/art/images/work/P/P04/P04014_8.jpg,http://www.tate.org.uk/art/artworks/auerbach-seated-figure-p04014
206,67893,"Piper, John",artist,1774,[no title],Screenprint on paper,Purchased 1980,1978.0,1980.0,unconfirmed: 502 x 698 mm,502.0,698.0,,mm,,© The Piper Estate,http://www.tate.org.uk/art/images/work/P/P09/P09149_8.jpg,http://www.tate.org.uk/art/artworks/piper-no-title-p09149
207,51640,"Turner, Joseph Mallord William",artist,558,Bridge,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 175 x 127 mm,175.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24303_8.jpg,http://www.tate.org.uk/art/artworks/turner-bridge-d24303
208,48991,"Turner, Joseph Mallord William",artist,558,At Orvieto,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1828.0,1856.0,support: 148 x 104 mm,148.0,104.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D21/D21649_8.jpg,http://www.tate.org.uk/art/artworks/turner-at-orvieto-d21649
209,641,"Auerbach, Frank",artist,676,Working Drawing for ‘Primrose Hill’,Graphite on paper,Purchased 1971,1968.0,1971.0,support: 225 x 260 mm,225.0,260.0,,mm,,© Frank Auerbach,http://www.tate.org.uk/art/images/work/T/T01/T01275_8.jpg,http://www.tate.org.uk/art/artworks/auerbach-working-drawing-for-primrose-hill-t01275
210,9741,"Moore, Henry, OM, CH",artist,1659,Frontispiece of Il Bisonte Cartella,Intaglio print and lithograph on paper,Presented by the artist 1975,1970.0,1975.0,image: 466 x 292 mm,466.0,292.0,,mm,date inscribed,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/P/P02/P02130_8.jpg,http://www.tate.org.uk/art/artworks/moore-frontispiece-of-il-bisonte-cartella-p02130
211,51570,"Turner, Joseph Mallord William",artist,558,Bridge,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 175 x 127 mm,175.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24233_8.jpg,http://www.tate.org.uk/art/artworks/turner-bridge-d24233
212,98204,"Koons, Jeff",artist,2368,MONKEY (Red-Orange),"Glass, plastic and stainless steel",ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1999.0,2009.0,object: 1753 x 1503 x 30 mm,1753.0,1503.0,30.0,mm,,© Jeff Koons,http://www.tate.org.uk/art/images/work/AR/AR00487_8.jpg,http://www.tate.org.uk/art/artworks/koons-monkey-red-orange-ar00487
213,29021,"Turner, Joseph Mallord William",artist,558,Mountains,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1798.0,1856.0,support: 131 x 95 mm,131.0,95.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01615_8.jpg,http://www.tate.org.uk/art/artworks/turner-mountains-d01615
214,10519,"Nash, John",artist,1689,A Suffolk Landscape,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1939,1936.0,1939.0,support: 610 x 813 mm,610.0,813.0,,mm,,© The estate of John Nash. All Rights Reserved 2010 / Bridgeman Art Library,http://www.tate.org.uk/art/images/work/N/N05/N05331_8.jpg,http://www.tate.org.uk/art/artworks/nash-a-suffolk-landscape-n05331
215,34246,"Turner, Joseph Mallord William",artist,558,River and Bridge,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1808.0,1856.0,support: 226 x 295 mm,226.0,295.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D06/D06856_8.jpg,http://www.tate.org.uk/art/artworks/turner-river-and-bridge-d06856
216,46278,"Turner, Joseph Mallord William",artist,558,Architectural Details,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1825.0,1856.0,support: 155 x 95 mm,155.0,95.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D18/D18925_8.jpg,http://www.tate.org.uk/art/artworks/turner-architectural-details-d18925
217,9065,"Maccoll, Dugald Sutherland",artist,360,Crock and Cottage Loaf No. 2,Oil paint on canvas,Presented by the Trustees of the Chantrey Bequest 1940,1931.0,1940.0,support: 356 x 279 mm frame: 495 x 410 x 97 mm,356.0,279.0,,mm,,© The estate of Dugald Sutherland Maccoll,http://www.tate.org.uk/art/images/work/N/N05/N05103_8.jpg,http://www.tate.org.uk/art/artworks/maccoll-crock-and-cottage-loaf-no-2-n05103
218,46023,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1825.0,1856.0,support: 114 x 188 mm,114.0,188.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d18670
219,30198,"Turner, Joseph Mallord William",artist,558,The Ruins of Rievaulx Abbey: Study of a Skeleton ?of a Bullock,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1801.0,1856.0,support: 115 x 162 mm,115.0,162.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D02/D02795_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-ruins-of-rievaulx-abbey-study-of-a-skeleton-of-a-bullock-d02795
220,43550,"Turner, Joseph Mallord William",artist,558,"Sketches of Sculptured Reliefs from the Northern Façade and Central Bay of the Arch of Constantine, Rome",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 114 x 189 mm,114.0,189.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D16/D16194_8.jpg,http://www.tate.org.uk/art/artworks/turner-sketches-of-sculptured-reliefs-from-the-northern-facade-and-central-bay-of-the-arch-d16194
221,51295,"Turner, Joseph Mallord William",artist,558,Ruined Castle on Hill: Château Gaillard,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 174 x 117 mm,174.0,117.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D23/D23958_8.jpg,http://www.tate.org.uk/art/artworks/turner-ruined-castle-on-hill-chateau-gaillard-d23958
222,20940,"Whiteread, Rachel",artist,2319,Study (Blue) for ‘Floor’,"Correction fluid, ink and watercolour on paper",Presented anonymously in memory of Adrian Ward-Jackson 1994,1992.0,1994.0,unconfirmed: 420 x 595 mm,420.0,595.0,,mm,,© Rachel Whiteread,http://www.tate.org.uk/art/images/work/T/T06/T06848_8.jpg,http://www.tate.org.uk/art/artworks/whiteread-study-blue-for-floor-t06848
223,9778,"Moore, Henry, OM, CH",artist,1659,Log Pile III,Intaglio print on paper,Presented by the artist 1975,1972.0,1975.0,image: 203 x 190 mm,203.0,190.0,,mm,date inscribed,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/P/P02/P02167_8.jpg,http://www.tate.org.uk/art/artworks/moore-log-pile-iii-p02167
224,26383,"Hume, Gary",artist,2403,Cerith,Screenprint on paper,Purchased 1998,1998.0,1998.0,image: 908 x 678 mm,908.0,678.0,,mm,,© Gary Hume,http://www.tate.org.uk/art/images/work/P/P78/P78688_8.jpg,http://www.tate.org.uk/art/artworks/hume-cerith-p78688
225,21064,"Kinley, Peter",artist,1413,Four Sheep,Oil paint on canvas,Purchased 1994,1970.0,1994.0,support: 2033 x 2592 mm,2033.0,2592.0,,mm,,© The estate of Peter Kinley,http://www.tate.org.uk/art/images/work/T/T06/T06880_8.jpg,http://www.tate.org.uk/art/artworks/kinley-four-sheep-t06880
226,39995,"Turner, Joseph Mallord William",artist,558,Hounds at Raby Castle,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1817.0,1856.0,support: 56 x 106 mm,56.0,106.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D12/D12627_8.jpg,http://www.tate.org.uk/art/artworks/turner-hounds-at-raby-castle-d12627
227,52934,"Turner, Joseph Mallord William",artist,558,"Brough Castle, Cumbria",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831.0,1856.0,support: 74 x 94 mm,74.0,94.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25597_8.jpg,http://www.tate.org.uk/art/artworks/turner-brough-castle-cumbria-d25597
228,61720,"Turner, Joseph Mallord William",artist,558,"Town among Mountains, Etc. Cordano, Garda [Turner]",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 229 x 181 mm,229.0,181.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D34/D34552_8.jpg,http://www.tate.org.uk/art/artworks/turner-town-among-mountains-etc-cordano-garda-turner-d34552
229,3751,"Denny, Robyn",artist,997,[title not known],Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1969.0,1975.0,image: 844 x 656 mm,844.0,656.0,,mm,date inscribed,© Robyn Denny,http://www.tate.org.uk/art/images/work/P/P04/P04186_8.jpg,http://www.tate.org.uk/art/artworks/denny-title-not-known-p04186
230,43788,"Turner, Joseph Mallord William",artist,558,"Santa Costanza and the Basilica Constantiniana, Rome",Graphite and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 130 x 255 mm,130.0,255.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D16/D16432_8.jpg,http://www.tate.org.uk/art/artworks/turner-santa-costanza-and-the-basilica-constantiniana-rome-d16432
231,13786,"Steer, Philip Wilson",artist,1990,Bathsheba,Oil paint on canvas,Bequeathed by H.B. Harris 1929,1919.0,1929.0,support: 660 x 508 mm,660.0,508.0,,mm,,,http://www.tate.org.uk/art/images/work/N/N04/N04462_8.jpg,http://www.tate.org.uk/art/artworks/steer-bathsheba-n04462
232,4816,"Gabo, Naum",artist,1137,Stone with Collar,Portland stone and slate,Presented by the artist 1977,1933.0,1977.0,object: 185 x 265 x 170 mm,185.0,265.0,170.0,mm,,,,http://www.tate.org.uk/art/artworks/gabo-stone-with-collar-t02147
